location,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Wales,2022/10/21,8073429,2589263,2463331,3197326
Wales,2022/10/22,8094290,2589378,2464390,3231832
Wales,2022/10/23,8102063,2589393,2464697,3243570
Wales,2022/10/24,8114288,2589413,2464719,3266737
Wales,2022/10/25,8127713,2589446,2464794,3290338
Wales,2022/10/26,8141072,,2464853,3314421
Wales,2022/10/27,8159566,2589469,2464891,3343249
Wales,2022/10/28,8172385,2589504,2464919,3366405
Wales,2022/10/29,8187214,2589566,2465149,3394132
Wales,2022/10/30,8194008,2589596,2465454,3405932
Wales,2022/10/31,8204256,2589618,2465484,3424581
Wales,2022/11/1,8215222,2589656,2465551,3444282
Wales,2022/11/2,8225151,2589684,2465649,3463268
Wales,2022/11/3,8239644,2589686,2465707,3483365
Wales,2022/11/4,8250191,2589708,2465931,3501519
Wales,2022/11/5,8261626,2589726,2466019,3522886
Wales,2022/11/6,8268413,2589747,2466193,3534553
Wales,2022/11/7,8278828,2589764,2466223,3553078
Wales,2022/11/8,8289995,2589783,2466272,3572453
Wales,2022/11/9,8300602,2589814,2466317,3592053
Wales,2022/11/10,8316123,2589825,2466446,3611595
Wales,2022/11/11,8327641,2589839,2466478,3630355
Wales,2022/11/12,8340784,2589931,2467034,3651658
Wales,2022/11/13,8346352,2589984,2467408,3660029
Wales,2022/11/14,8354615,2590005,2467460,3673399
Wales,2022/11/15,8363812,2590045,2467558,3688526
Wales,2022/11/16,8372043,2590069,2467597,3702375
Wales,2022/11/17,8385188,2590561,2468185,3719061
Wales,2022/11/18,8395018,2590589,2468219,3735892
Wales,2022/11/19,8405926,2590668,2468977,3753154
Wales,2022/11/20,8411330,2590700,2469294,3761986
Wales,2022/11/21,8419425,,2469327,3776305
Wales,2022/11/22,8427812,,2469410,3790544
Wales,2022/11/23,8435836,,2469437,3804482
Wales,2022/11/24,8447632,2590717,2469473,3810613
Wales,2022/11/25,8454452,2590748,2469493,3821820
Wales,2022/11/26,8460722,2590785,2469863,3832256
Wales,2022/11/27,8465188,2590810,2470253,3839175
Wales,2022/11/28,8472502,,2470291,3850973
Wales,2022/11/29,8479098,,2470338,3861722
Wales,2022/11/30,8486260,,,3873849
Wales,2022/12/1,8493334,2590819,2470374,3884107
Wales,2022/12/2,8498830,2590836,2470395,3893471
Wales,2022/12/3,8502765,,2470563,3899296
Wales,2022/12/4,8506270,,2470677,3904610
Wales,2022/12/5,8511204,,2470704,3912107
Wales,2022/12/6,8516920,,2470735,3921359
Wales,2022/12/7,8521525,,,3929048
Wales,2022/12/8,8526937,,2470771,3936652
Wales,2022/12/9,8531128,,2470793,3943820
Wales,2022/12/10,8534288,,2470975,3948112
Wales,2022/12/11,8537480,,2471528,3952187
Wales,2022/12/12,8541898,,2471547,3959360
Wales,2022/12/13,8545971,,,3966289
Wales,2022/12/14,8549137,,,3971802
Wales,2022/12/15,8551465,,2471550,3975009
Wales,2022/12/16,8554574,,2471579,3979966
Wales,2022/12/17,8557061,,2471640,3983625
Wales,2022/12/18,8558465,,,3985494
Wales,2022/12/19,8561284,,,3989787
Wales,2022/12/20,8562476,,,3991713
Wales,2022/12/21,8563985,,,3993927
Wales,2022/12/22,8565885,,,3996511
Wales,2022/12/23,8567024,,,
Wales,2022/12/24,8567104,,,
Wales,2022/12/27,8567161,,,3997612
Wales,2022/12/28,8568350,,,3999346
Wales,2022/12/29,8569524,2590859,2471722,4001039
Wales,2022/12/30,8570966,2590880,2471749,
Wales,2022/12/31,8571119,2590881,2471750,
Wales,2023/1/2,8571219,2590885,2471754,4002899
Wales,2023/1/3,8572777,,2471845,4005054
Wales,2023/1/4,8574008,,2471921,4006808
Wales,2023/1/5,8576216,2590897,2471946,4008950
Wales,2023/1/6,8577715,2590922,2471988,4011154
Wales,2023/1/7,8578642,2590965,2472033,4012327
Wales,2023/1/8,8579440,2590977,2472340,4012974
Wales,2023/1/9,8580708,2590995,2472367,4014879
Wales,2023/1/10,8582394,,2472411,4017472
Wales,2023/1/11,8583631,,,4019339
Wales,2023/1/12,8585618,2591020,2472432,4021273
Wales,2023/1/13,8586700,2591030,2472446,4022956
Wales,2023/1/14,8587511,,2472504,4023832
Wales,2023/1/15,8587965,,2472582,4024198
Wales,2023/1/16,8589060,,2472673,4025670
Wales,2023/1/17,8590572,,2472793,4027657
Wales,2023/1/18,8591636,,2472856,4029071
Wales,2023/1/19,8593199,2591055,2472910,4030985
Wales,2023/1/20,8594308,2591069,2472950,4032645
Wales,2023/1/21,8595520,2591092,2473142,4034071
Wales,2023/1/22,8596539,2591124,2473520,4034983
Wales,2023/1/23,8597467,2591139,2473561,4036319
Wales,2023/1/24,8598770,,2473650,4038071
Wales,2023/1/25,8599913,,2473698,4039792
Wales,2023/1/26,8601169,2591147,2473793,4041292
Wales,2023/1/27,8602028,2591182,2473881,4042350
Wales,2023/1/28,8602825,2591226,2473989,4043218
Wales,2023/1/29,8603395,2591260,2474187,4043624
Wales,2023/1/30,8604029,2591285,2474239,4044404
Wales,2023/1/31,8604887,,2474302,4045503
Wales,2023/2/1,8605484,,2474338,4046282
Wales,2023/2/2,8606238,2591289,2474379,4047206
Wales,2023/2/3,8606982,2591309,2474459,4047882
Wales,2023/2/4,8607679,2591336,2474570,4048435
Wales,2023/2/5,8608120,2591367,2474764,4048608
Wales,2023/2/6,8608440,2591377,2474788,4048909
Wales,2023/2/7,8609135,2591389,2474820,4049710
Wales,2023/2/8,8609996,2591423,2474874,4050820
Wales,2023/2/9,8609999,2591423,2474874,4051863
Wales,2023/2/10,8610002,2591423,2474874,4052710
Wales,2023/2/11,8610003,2591423,2474874,4053349
Wales,2023/2/12,8610005,2591423,2474874,4053559
Wales,2023/2/13,8610009,2591423,2474874,4054193
Wales,2023/2/14,8610010,2591423,2474874,4054900
Wales,2023/2/15,8614454,,2475315,4055785
Wales,2023/2/16,8615740,2591506,2475356,4056573
Wales,2023/2/17,8616294,2591516,2475376,4057214
Wales,2023/2/18,8616713,2591539,2475439,4057524
Wales,2023/2/19,8617036,2591568,2475529,4057694
Wales,2023/2/20,8617613,2591591,2475699,4058077
Wales,2023/2/21,8618123,,2475801,4058556
Wales,2023/2/22,8618742,,2475963,4058978
Wales,2023/2/23,8618790,2591600,2475965,4059382
Wales,2023/2/24,8619339,2591620,2476028,4059849
Wales,2023/2/25,8619850,2591623,2476069,4060009
Wales,2023/2/26,8620210,,2476161,4060023
Wales,2023/2/27,8620335,,2476176,4060271
Wales,2023/2/28,8620670,,2476227,4060509
Wales,2023/3/2,8621984,2591637,2476392,4061504
Wales,2023/3/3,8622384,2591645,2476396,4061967
Wales,2023/3/4,8622616,2591666,2476429,
Wales,2023/3/5,8622705,,2476449,4061968
Wales,2023/3/6,8623075,,2476571,4062158
Wales,2023/3/7,8623376,,2476633,4062298
Wales,2023/3/8,8623590,,2476660,4062402
Wales,2023/3/9,8623952,2591669,2476672,4062655
Wales,2023/3/10,8624332,2591679,2476681,4062926
Wales,2023/3/11,8624562,2591694,2476727,
Wales,2023/3/12,8624674,2591702,2476770,4062930
Wales,2023/3/13,8625096,2591740,,4063166
Wales,2023/3/14,8625360,2591789,,4063209
Wales,2023/3/15,8625677,,,4063409
Wales,2023/3/16,8626031,2591795,2476858,4063514
Wales,2023/3/17,8626412,2591855,2476870,
Wales,2023/3/18,8626594,2591870,2476943,
Wales,2023/3/19,8626668,2591875,2476953,4063591
Wales,2023/3/20,8626939,2591923,2476966,4063712
Wales,2023/3/21,8627224,2591958,2476989,4063885
Wales,2023/3/22,8627539,,2477009,4064068
Wales,2023/3/23,8627851,2592011,2477015,4064312
Wales,2023/3/24,8628223,2592074,2477035,4064497
Wales,2023/3/25,8628381,2592081,2477064,
Wales,2023/3/26,8628438,2592086,2477066,4064514
Wales,2023/3/27,8628675,2592138,2477078,4064569
Wales,2023/3/28,8628833,2592191,2477091,4064581
Wales,2023/3/29,8628990,2592226,2477109,4064651
Wales,2023/3/30,8628990,,,
Wales,2023/4/6,8656761,,,
Wales,2023/4/13,8673128,,,
Wales,2023/4/20,8710953,,,
Wales,2023/4/27,8751112,,,
Wales,2023/5/4,8785360,,,
Wales,2023/5/11,8811115,,,
Wales,2023/5/18,8839782,,,
Wales,2023/5/25,8866460,,,
Wales,2023/6/1,8884332,,,
Wales,2023/6/8,8898811,,,
Wales,2023/6/15,8913175,,,
Wales,2023/6/22,8923092,,,
Wales,2023/6/29,8929313,,,
Wales,2023/6/30,8932482,,,
